"ID","Handle","Command","Title","Body HTML","Sort Order","Template Suffix","Updated At","Published","Published At","Published Scope","Image Src","Image Width","Image Height","Image Alt Text","Row #","Top Row","Must Match","Rule: Product Column","Rule: Relation","Rule: Condition","Product: ID","Product: Handle","Product: Position","Metafield: title_tag [string]","Metafield: description_tag [string]"
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","45","","","","","","7131642953903","organic-mesquite-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","46","","","","","","6912973242543","organic-carob-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","47","","","","","","6299825242287","organic-turmeric-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","48","","","","","","6299806630063","organic-ginger-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","49","","","","","","6912984121519","organic-theanine-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","50","","","","","","6912980877487","organic-maca-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","51","","","","","","6299809939631","organic-cinnamon-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","52","","","","","","6912982941871","organic-rosehips-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","53","","","","","","6912969310383","organic-moringa-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","54","","","","","","6299829305519","organic-hemp-protein-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","55","","","","","","6299810824367","organic-cardamom-powder","","",""
"244922712239","powder","MERGE","Organic Powders","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-02-11 21:47:33 -0800","web","https://cdn.shopify.com/s/files/1/0506/6965/0095/collections/custom_resized_powders.jpg?v=1643816459","2048","903","","56","","","","","","6299808071855","organic-black-pepper-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","57","true","any condition","Title","Contains","spice","7131741225135","organic-taro-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","58","","","Title","Contains","powder","6299815116975","organic-coffee-cherry-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","59","","","","","","6912976847023","organic-molasses-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","60","","","","","","6912980091055","organic-lions-mane-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","61","","","","","","6912983728303","organic-rose-petals-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","62","","","","","","6912979304623","organic-reishi-mushroom-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","63","","","","","","7131643805871","supreme-matcha","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","64","","","","","","6912974520495","organic-cordyceps-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","65","","","","","","6912981860527","organic-date-powder","","",""
"275468583087","shop-wholesale-with-divine","MERGE","Shop Wholesale With Divine!","","Best Selling","","2026-02-19 04:11:02 -0800","true","2021-08-04 13:24:30 -0700","web","","","","","66","","","","","","6912977731759","organic-rhodioba-root-powder","","",""
